1.968261123,0.040145787,2527,34726054.31
1.975806452,0.078877955, , 
2.968170807,0.012665206,3362,83237617.2
2.983870968,0.064687729, , 
3.96920909,0.024452746,1664,9342773.768
3.991935484,0.04964523, , 
4.968375706,0.051529715,1521,7269153.041
5,0.074659549, , 
5.970215945,0.005445555,930,1481441.287
6.048387097,0.018992623, , 
6.974540468,0.002301302,745,662734.7409
7.016129032,0.012756369, , 
7.972596012,0.003349196,584,312441.786
8.024193548,0.011066143, , 
8.980270146,0.006264708,562,237077.9235
8.991935484,0.013352616, , 
9.980309414,0.008280256,571,246834.4308
9.959677419,0.01563909, , 
10.98085104,0.004675176,672,415153.9405
11.00806452,0.013097164, , 
11.98082531,0.007260117,661,401247.1861
11.97580645,0.015383637, , 
12.98104893,-0.001390212,557,225230
12.98387097,0.005454775, , 
13.98102722,0.004622019,576,259420
13.99193548,0.012003185, , 
14.98100551,-0.007358184,578,259504.4567
14.95967742,8.51127E-05, , 
15.98110951,0.005805457,645,372839.4357
16.00806452,0.014020459, , 
16.98121827,0.028467082,633,349356.1833
16.97580645,0.036477387, , 
17.98115209,0.011824319,766,641565.4308
17.98387097,0.021718979, , 
18.98091868,0.014689752,701,473280
18.99193548,0.023437844, , 
19.98142483,0.019080748,768,641647.5495
20,0.028565799, , 
20.98120893,0.011071243,891,1030848.105
20.96774194,0.022613636, , 
21.99055711,0.009518156,791,851191.1985
21.97580645,0.02092341, , 
22.98997684,0.003501671,860,1101469.855
22.98387097,0.015540002, , 
23.99300792,-0.010751311,904,1405648.61
23.99193548,0.00277023, , 
24.99328816,0.036294916,880,1289640.54
24.95967742,0.049374885, , 
25.99260079,-0.000823999,1014,2015226.577
25.96774194,0.013877841, , 
26.99335423,0.047461392,1151,3019056.097
26.97580645,0.064744433, , 
27.99332778,0.054992036,1145,2969628.672
27.98387097,0.072145115, , 
28.99370363,0.030816696,1216,3603496.197
28.99193548,0.049148071, , 
29.99374539,0.014563001,1328,4770829.418
30,0.034673754, , 